number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
8637	1986CS1	44	Nysa	2.4343	nan	0.1540	nan	0.0551	nan	0.15	nan	14.79	nan	nan	nan	6.19	0.629	0.15969	0.016215	0.041	0.0107
8697	Olofsson	24	Themis	3.0983	nan	0.1583	nan	0.0373	nan	0.15	nan	13.66	nan	nan	nan	9.16	0.297	0.10921	0.003542	0.092	0.0093
8712	Suzuko	24	Themis	3.1312	nan	0.1367	nan	0.0228	nan	0.15	nan	12.69	nan	nan	nan	16.48	0.113	0.05787	0.000397	0.044	0.0050
8720	Takamizawa	nan	None	3.0766	nan	0.1570	nan	0.0665	nan	0.15	nan	13.23	nan	nan	nan	nan	nan	nan	nan	nan	nan
8770	Totanus	24	Themis	3.1163	nan	0.1451	nan	0.0199	nan	0.15	nan	12.86	nan	nan	nan	15.34	0.375	0.06521	0.001595	0.062	0.0146
8776	Campestris	nan	None	2.6891	nan	0.2092	nan	0.0756	nan	0.15	nan	13.90	nan	nan	nan	10.54	0.105	0.09482	0.000943	0.057	0.0075
8779	1971UH1	24	Themis	3.1957	nan	0.1624	nan	0.0299	nan	0.15	nan	13.40	nan	nan	nan	nan	nan	nan	nan	nan	nan
8789	Effertz	nan	None	3.0863	nan	0.1877	nan	0.0230	nan	0.15	nan	14.04	nan	nan	nan	8.48	0.110	0.11785	0.001526	0.074	0.0091
8811	Waltherschmadel	128	Nemesis	2.7297	nan	0.0887	nan	0.0888	nan	0.15	nan	13.99	nan	nan	nan	8.75	0.040	0.11428	0.000522	0.066	0.0125
8812	Kravtsov	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	13.63	nan	nan	nan	10.72	0.063	0.09311	0.000545	0.075	0.0067
8814	Rosseven	10	Hygiea	3.1869	nan	0.1267	nan	0.0931	nan	0.15	nan	12.74	nan	nan	nan	17.29	0.253	0.05729	0.000837	0.044	0.0054
8829	Buczkowski	nan	None	3.2080	nan	0.1373	nan	0.0387	nan	0.15	nan	12.85	nan	nan	nan	14.34	0.317	0.06975	0.001543	0.076	0.0134
8836	Aquifolium	221	Eos	3.0575	nan	0.0731	nan	0.1700	nan	0.15	nan	12.79	nan	nan	nan	9.37	0.126	0.10671	0.001435	0.201	0.0211
8839	Novichkova	10	Hygiea	3.1120	nan	0.1426	nan	0.0941	nan	0.15	nan	12.93	nan	nan	nan	12.07	0.277	0.08284	0.001901	0.101	0.0187
8869	Olausgutho	nan	None	3.1204	nan	0.1662	nan	0.0121	nan	0.15	nan	13.72	nan	nan	nan	nan	nan	nan	nan	nan	nan
8872	Ebenum	24	Themis	3.2000	nan	0.1299	nan	0.0228	nan	0.15	nan	13.24	nan	nan	nan	12.16	0.239	0.08221	0.001615	0.069	0.0062
8889	Mockturtle	nan	None	3.0394	nan	0.0987	nan	0.2246	nan	0.15	nan	12.25	nan	nan	nan	23.38	0.165	0.04268	0.000301	0.049	0.0045
8927	Ryojiro	44	Nysa	2.4069	nan	0.1616	nan	0.0545	nan	0.15	nan	14.18	nan	nan	nan	9.09	0.028	0.10998	0.000337	0.032	0.0043
8986	Kineyayasuyo	24	Themis	3.0975	nan	0.1567	nan	0.0331	nan	0.15	nan	13.21	nan	nan	nan	10.57	0.188	0.09456	0.001679	0.100	0.0094
8998	Matthewizawa	24	Themis	3.2258	nan	0.1564	nan	0.0276	nan	0.15	nan	13.73	nan	nan	nan	8.97	0.136	0.11090	0.001680	0.094	0.0123
9003	Ralphmilliken	1726	Hoffmeister	2.7814	nan	0.0475	nan	0.0767	nan	0.15	nan	13.19	nan	nan	nan	15.15	0.064	0.06589	0.000278	0.047	0.0024
9004	Peekaydee	702	Alauda	3.2045	nan	0.1246	nan	0.3783	nan	0.15	nan	12.83	nan	nan	nan	13.52	0.063	0.07394	0.000344	0.074	0.0073
9026	Denevi	24	Themis	3.1732	nan	0.1396	nan	0.0206	nan	0.15	nan	13.27	nan	nan	nan	10.85	0.088	0.09225	0.000796	0.092	0.0282
9028	Konradbenes	44	Nysa	2.4523	nan	0.1591	nan	0.0542	nan	0.15	nan	14.03	nan	nan	nan	10.57	0.147	0.09405	0.001303	0.073	0.0149
9035	1990SH1	410	Chloris	2.7347	nan	0.2501	nan	0.1525	nan	0.15	nan	13.63	nan	nan	nan	6.73	1.590	0.14859	0.035105	0.106	0.0560
9043	1991EJ4	10	Hygiea	3.0689	nan	0.1275	nan	0.0892	nan	0.15	nan	12.60	nan	nan	nan	21.88	0.980	0.04540	0.002033	0.036	0.0070
9066	1993FR34	nan	None	2.8477	nan	0.1181	nan	0.0624	nan	0.15	nan	13.56	nan	nan	nan	9.61	1.186	0.10395	0.012827	0.066	0.0257
9099	Kenjitanabe	nan	None	3.2047	nan	0.2011	nan	0.0203	nan	0.15	nan	13.51	nan	nan	nan	10.20	0.203	0.09803	0.001948	0.081	0.0042
9107	Narukospa	nan	None	2.8673	nan	0.2349	nan	0.0972	nan	0.15	nan	13.12	nan	nan	nan	13.33	0.632	0.06652	0.003163	0.029	0.0049
9114	Hatakeyama	nan	None	2.3359	nan	0.1422	nan	0.0613	nan	0.15	nan	14.62	nan	nan	nan	5.50	0.595	0.18183	0.019680	0.073	0.0196
9118	1997GD20	nan	None	3.0284	nan	0.2411	nan	0.0066	nan	0.15	nan	13.27	nan	nan	nan	7.78	2.310	0.12853	0.038164	0.130	0.0800
9123	Yoshiko	2262	Mitidika	2.5887	nan	0.2553	nan	0.2151	nan	0.15	nan	13.71	nan	nan	nan	10.49	0.133	0.09432	0.001195	0.041	0.0065
9132	Walteranderson	24	Themis	3.1166	nan	0.1680	nan	0.0257	nan	0.15	nan	12.77	nan	nan	nan	15.74	0.166	0.06353	0.000670	0.071	0.0095
9163	1987RB1	24	Themis	3.1756	nan	0.1753	nan	0.0343	nan	0.15	nan	13.79	nan	nan	nan	8.98	0.096	0.11133	0.001188	0.058	0.0110
9167	Kharkiv	nan	None	3.1518	nan	0.1412	nan	0.1240	nan	0.15	nan	12.85	nan	nan	nan	16.73	2.619	0.05891	0.009221	0.058	0.0245
9190	Masako	nan	None	2.4531	nan	0.2025	nan	0.1151	nan	0.15	nan	13.51	nan	nan	nan	11.35	0.038	0.08809	0.000294	0.060	0.0043
9201	1993FU39	nan	None	3.1625	nan	0.1314	nan	0.0115	nan	0.15	nan	12.94	nan	nan	nan	14.45	0.232	0.06919	0.001111	0.049	0.0075
9219	1995WO8	778	Theobalda	3.1741	nan	0.2642	nan	0.2411	nan	0.15	nan	12.08	nan	nan	nan	19.73	0.151	0.05078	0.000419	0.094	0.0143
9273	Schloerb	nan	None	2.4268	nan	0.1817	nan	0.0183	nan	0.15	nan	14.73	nan	nan	nan	4.83	0.568	0.19760	0.023183	0.093	0.0225
9327	Duerbeck	nan	None	2.8732	nan	0.1861	nan	0.0811	nan	0.15	nan	13.04	nan	nan	nan	13.74	0.167	0.07277	0.000887	0.065	0.0070
9367	1993BO3	nan	None	2.2738	nan	0.1592	nan	0.0665	nan	0.15	nan	14.32	nan	nan	nan	3.00	0.147	0.33278	0.016279	0.409	0.0735
9384	Aransio	nan	None	3.1471	nan	0.1472	nan	0.0401	nan	0.15	nan	12.97	nan	nan	nan	14.43	0.176	0.06936	0.000914	0.076	0.0120
9409	Kanpuzan	nan	None	3.1193	nan	0.1959	nan	0.0200	nan	0.15	nan	13.45	nan	nan	nan	12.51	0.299	0.07988	0.001907	0.059	0.0088
9410	1995BJ1	24	Themis	3.2080	nan	0.1571	nan	0.0183	nan	0.15	nan	12.68	nan	nan	nan	16.88	0.151	0.05898	0.000528	0.078	0.0161
9459	1998FW113	8	Flora	2.3049	nan	0.1749	nan	0.0958	nan	0.15	nan	13.74	nan	nan	nan	nan	nan	nan	nan	nan	nan
9484	Wanambi	nan	None	3.0930	nan	0.1380	nan	0.0134	nan	0.15	nan	13.62	nan	nan	nan	nan	nan	nan	nan	nan	nan
9501	Ywain	nan	None	2.5896	nan	0.2368	nan	0.0700	nan	0.15	nan	14.95	nan	nan	nan	5.80	0.071	0.17121	0.002099	0.066	0.0045
9503	Agrawain	nan	None	3.1268	nan	0.0548	nan	0.1503	nan	0.15	nan	13.14	nan	nan	nan	13.80	0.279	0.07248	0.001468	0.055	0.0122
9540	Mikhalkov	24	Themis	3.0969	nan	0.1429	nan	0.0241	nan	0.15	nan	13.11	nan	nan	nan	13.18	0.095	0.07587	0.000547	0.060	0.0057
9558	1986QB3	24	Themis	3.2125	nan	0.1400	nan	0.0303	nan	0.15	nan	13.04	nan	nan	nan	11.93	4.180	0.08382	0.029369	0.070	0.0600
9562	Memling	nan	None	3.0987	nan	0.1535	nan	0.0412	nan	0.15	nan	12.58	nan	nan	nan	17.69	0.061	0.05654	0.000195	0.052	0.0071
9566	Rykhlova	163	Erigone	2.3606	nan	0.2081	nan	0.0825	nan	0.15	nan	14.06	nan	nan	nan	9.24	0.075	0.10815	0.000875	0.065	0.0072
9579	Passchendaele	44	Nysa	2.4267	nan	0.1514	nan	0.0449	nan	0.15	nan	14.48	nan	nan	nan	8.36	0.415	0.11782	0.005847	0.050	0.0108
9657	Ucka	nan	None	3.1455	nan	0.1890	nan	0.0144	nan	0.15	nan	12.84	nan	nan	nan	nan	nan	nan	nan	nan	nan
9680	Molina	8	Flora	2.2711	nan	0.1430	nan	0.0867	nan	0.15	nan	14.62	nan	nan	nan	4.43	0.086	0.22577	0.004374	0.161	0.0122
9706	Bouma	nan	None	3.0068	nan	0.1383	nan	0.0174	nan	0.15	nan	13.48	nan	nan	nan	11.60	0.132	0.08617	0.000979	0.069	0.0052
9718	Gerbefremov	nan	None	2.3644	nan	0.1752	nan	0.0874	nan	0.15	nan	14.00	nan	nan	nan	2.60	0.186	0.38491	0.027557	0.790	0.0809
9719	Yakage	nan	None	2.7658	nan	0.0701	nan	0.0903	nan	0.15	nan	13.39	nan	nan	nan	13.30	0.097	0.07494	0.000549	0.033	0.0035
9759	1991NE7	nan	None	3.1540	nan	0.0690	nan	0.1121	nan	0.15	nan	12.94	nan	nan	nan	12.68	0.122	0.07886	0.000759	0.069	0.0228
9789	1995GO7	24	Themis	3.1452	nan	0.1611	nan	0.0262	nan	0.15	nan	12.45	nan	nan	nan	19.26	0.182	0.04855	0.000458	0.041	0.0045
9858	1991OL1	24	Themis	3.2265	nan	0.1479	nan	0.0285	nan	0.15	nan	13.33	nan	nan	nan	11.99	0.099	0.08343	0.000740	0.078	0.0128
9862	1991RA6	nan	None	2.3522	nan	0.1802	nan	0.0858	nan	0.15	nan	14.12	nan	nan	nan	nan	nan	nan	nan	nan	nan
9871	Jeon	nan	None	2.3700	nan	0.1778	nan	0.1029	nan	0.15	nan	13.40	nan	nan	nan	3.71	0.041	0.26977	0.002962	0.814	0.0592
9914	Obukhova	569	Misa	2.6732	nan	0.1799	nan	0.0402	nan	0.15	nan	14.13	nan	nan	nan	8.58	0.283	0.11618	0.003888	0.065	0.0038
9972	Minoruoda	nan	None	2.2880	nan	0.2202	nan	0.1473	nan	0.15	nan	13.98	nan	nan	nan	8.83	0.038	0.11312	0.000483	0.057	0.0052
9991	Anezka	nan	None	3.2246	nan	0.1659	nan	0.0189	nan	0.15	nan	13.35	nan	nan	nan	12.29	0.294	0.08135	0.001946	0.097	0.0127
10005	Chernega	nan	None	2.3331	nan	0.1709	nan	0.0526	nan	0.15	nan	14.19	nan	nan	nan	9.02	0.095	0.11061	0.001170	0.054	0.0074
10007	Malytheatre	nan	None	3.1463	nan	0.1213	nan	0.2538	nan	0.15	nan	12.03	nan	nan	nan	25.64	0.098	0.03883	0.000148	0.058	0.0032
10023	Vladifedorov	20	Massalia	2.4349	nan	0.1513	nan	0.0224	nan	0.15	nan	14.23	nan	nan	nan	7.13	0.917	0.13875	0.017853	0.073	0.0177
10024	Marthahazen	nan	None	2.4506	nan	0.1176	nan	0.0387	nan	0.15	nan	14.15	nan	nan	nan	7.42	0.090	0.13446	0.001639	0.089	0.0090
10036	McGaha	nan	None	2.4343	nan	0.1905	nan	0.0833	nan	0.15	nan	13.98	nan	nan	nan	2.73	0.151	0.36643	0.020275	0.785	0.1567
10057	L'Obel	nan	None	2.3709	nan	0.1500	nan	0.0595	nan	0.15	nan	14.45	nan	nan	nan	7.82	0.060	0.12783	0.000978	0.066	0.0120
10148	Shirase	24	Themis	3.2352	nan	0.1325	nan	0.0239	nan	0.15	nan	12.71	nan	nan	nan	17.04	0.291	0.05419	0.000928	0.063	0.0047
10226	Seishika	nan	None	2.4854	nan	0.1463	nan	0.1214	nan	0.15	nan	13.07	nan	nan	nan	15.38	0.106	0.06491	0.000447	0.052	0.0023
10235	1998QR37	nan	None	3.0598	nan	0.1585	nan	0.0652	nan	0.15	nan	12.69	nan	nan	nan	16.76	1.200	0.05966	0.004273	0.056	0.0220
10243	HoheMeissner	nan	None	2.7787	nan	0.1982	nan	0.1303	nan	0.15	nan	13.79	nan	nan	nan	9.87	0.119	0.10130	0.001220	0.072	0.0157
10314	1990RF	375	Ursula	3.2090	nan	0.0625	nan	0.2791	nan	0.15	nan	12.10	nan	nan	nan	21.73	0.254	0.04600	0.000538	0.049	0.0048
10386	Romulus	702	Alauda	3.2363	nan	0.0874	nan	0.3860	nan	0.15	nan	12.60	nan	nan	nan	16.78	0.340	0.05785	0.001172	0.081	0.0048
10395	Jirkahorn	nan	None	2.4444	nan	0.1208	nan	0.0559	nan	0.15	nan	14.47	nan	nan	nan	7.64	0.080	0.13081	0.001368	0.052	0.0059
10409	1997WP44	24	Themis	3.1189	nan	0.1752	nan	0.0277	nan	0.15	nan	13.16	nan	nan	nan	10.84	0.378	0.09150	0.003192	0.074	0.0151
10449	Takuma	nan	None	3.0775	nan	0.2781	nan	0.0374	nan	0.15	nan	13.13	nan	nan	nan	12.97	0.107	0.07651	0.000634	0.066	0.0045
10453	Banzan	nan	None	3.0488	nan	0.1733	nan	0.0305	nan	0.15	nan	13.24	nan	nan	nan	10.74	0.187	0.09283	0.001615	0.095	0.0088
10461	Dawilliams	nan	None	2.4236	nan	0.1112	nan	0.1311	nan	0.15	nan	14.09	nan	nan	nan	5.54	0.086	0.18044	0.002800	0.144	0.0180
10490	1985VL	nan	None	3.1735	nan	0.0447	nan	0.2567	nan	0.15	nan	12.55	nan	nan	nan	18.31	0.190	0.05449	0.000566	0.050	0.0132
10552	Stockholm	nan	None	3.1261	nan	0.2090	nan	0.0214	nan	0.15	nan	13.85	nan	nan	nan	9.61	0.125	0.10411	0.001355	0.070	0.0094
10555	Tagaharue	nan	None	3.2123	nan	0.0843	nan	0.2773	nan	0.15	nan	12.49	nan	nan	nan	15.85	0.163	0.06311	0.000649	0.076	0.0153
10562	1993UB1	nan	None	2.3245	nan	0.1650	nan	0.3778	nan	0.15	nan	13.10	nan	nan	nan	nan	nan	nan	nan	nan	nan
10565	1994AT1	nan	None	2.6524	nan	0.2005	nan	0.2161	nan	0.15	nan	12.73	nan	nan	nan	14.22	0.185	0.06825	0.000889	0.053	0.0080
10597	1996TR10	nan	None	2.3958	nan	0.2186	nan	0.1785	nan	0.15	nan	13.21	nan	nan	nan	12.37	0.036	0.08082	0.000236	0.073	0.0055
10623	1997YP7	10	Hygiea	3.1453	nan	0.1327	nan	0.0917	nan	0.15	nan	12.84	nan	nan	nan	14.65	0.117	0.06825	0.000546	0.076	0.0159
10637	Heimlich	nan	None	3.1767	nan	0.0497	nan	0.2315	nan	0.15	nan	12.62	nan	nan	nan	18.79	1.807	0.04273	0.004052	0.031	0.0067
10641	1998XS52	24	Themis	3.1609	nan	0.1448	nan	0.0228	nan	0.15	nan	13.44	nan	nan	nan	9.24	0.094	0.10825	0.001101	0.095	0.0046
10656	Albrecht	nan	None	3.1691	nan	0.0818	nan	0.1512	nan	0.15	nan	12.89	nan	nan	nan	7.06	0.365	0.14170	0.007329	0.324	0.0568
10668	Plansos	nan	None	2.6239	nan	0.2174	nan	0.2100	nan	0.15	nan	13.50	nan	nan	nan	10.92	0.230	0.09083	0.001912	0.078	0.0085
10681	Khture	24	Themis	3.1525	nan	0.1506	nan	0.0256	nan	0.15	nan	13.29	nan	nan	nan	12.43	0.104	0.08025	0.000672	0.066	0.0090
10689	Pinillaalonso	702	Alauda	3.2243	nan	0.0643	nan	0.3796	nan	0.15	nan	13.20	nan	nan	nan	12.99	0.089	0.07643	0.000526	0.075	0.0058
10749	Musaus	44	Nysa	2.4046	nan	0.1494	nan	0.0505	nan	0.15	nan	15.16	nan	nan	nan	3.84	0.840	0.26042	0.056966	0.109	0.0560
10751	1989UV1	nan	None	3.1067	nan	0.1952	nan	0.0212	nan	0.15	nan	13.62	nan	nan	nan	10.54	0.051	0.09456	0.000456	0.053	0.0040
10795	Babben	702	Alauda	3.2161	nan	0.0455	nan	0.3733	nan	0.15	nan	12.23	nan	nan	nan	17.00	0.112	0.05880	0.000386	0.091	0.0101
10799	Yucatan	nan	None	2.4611	nan	0.1566	nan	0.0670	nan	0.15	nan	14.18	nan	nan	nan	8.71	0.081	0.11470	0.001062	0.061	0.0089
10806	Mexico	10	Hygiea	3.2002	nan	0.1204	nan	0.0881	nan	0.15	nan	13.26	nan	nan	nan	11.49	0.156	0.08701	0.001181	0.084	0.0037
10830	Desforges	nan	None	2.6617	nan	0.1996	nan	0.1945	nan	0.15	nan	13.79	nan	nan	nan	9.38	0.202	0.10658	0.002298	0.079	0.0098
10839	Hufeland	nan	None	2.6994	nan	0.2048	nan	0.1862	nan	0.15	nan	14.16	nan	nan	nan	7.09	0.673	0.13105	0.012448	0.082	0.0196
10894	Nakai	nan	None	3.0706	nan	0.2377	nan	0.0564	nan	0.15	nan	13.65	nan	nan	nan	9.97	0.176	0.10004	0.001765	0.078	0.0113
10908	Kallestroetzel	nan	None	3.0480	nan	0.1497	nan	0.0476	nan	0.15	nan	13.34	nan	nan	nan	12.45	0.444	0.08043	0.002632	0.053	0.0131
10923	1998BM12	nan	None	3.0932	nan	0.1889	nan	0.0278	nan	0.15	nan	13.69	nan	nan	nan	10.04	0.098	0.09955	0.000975	0.070	0.0072
10992	Veryuslaviya	163	Erigone	2.3625	nan	0.2058	nan	0.0881	nan	0.15	nan	15.21	nan	nan	nan	5.18	0.171	0.18209	0.005921	0.064	0.0095
11020	Orwell	nan	None	3.0928	nan	0.1555	nan	0.0456	nan	0.15	nan	12.67	nan	nan	nan	14.45	0.114	0.06919	0.000544	0.089	0.0038
11095	Havana	nan	None	3.1808	nan	0.1616	nan	0.0339	nan	0.15	nan	13.55	nan	nan	nan	10.21	0.333	0.09793	0.003194	0.081	0.0160
11153	1997YB10	668	Dora	2.7710	nan	0.1945	nan	0.1375	nan	0.15	nan	13.74	nan	nan	nan	10.16	0.166	0.09828	0.001602	0.077	0.0141
11178	1998FR101	nan	None	2.7732	nan	0.1392	nan	0.2194	nan	0.15	nan	14.16	nan	nan	nan	6.53	0.121	0.15444	0.002478	0.091	0.0197
11182	1998GM6	nan	None	2.7122	nan	0.0386	nan	0.1965	nan	0.15	nan	13.33	nan	nan	nan	12.27	0.169	0.08081	0.001117	0.055	0.0065
11184	Postma	nan	None	3.0287	nan	0.1304	nan	0.2117	nan	0.15	nan	12.85	nan	nan	nan	15.38	0.041	0.06502	0.000173	0.058	0.0024
11204	1999FQ28	24	Themis	3.1359	nan	0.1609	nan	0.0242	nan	0.15	nan	13.29	nan	nan	nan	11.23	0.119	0.08901	0.000943	0.067	0.0138
11218	1999JD20	nan	None	3.0302	nan	0.1608	nan	0.0924	nan	0.15	nan	13.26	nan	nan	nan	12.57	0.152	0.07953	0.000959	0.049	0.0040
11220	1999JM25	nan	None	2.2544	nan	0.1396	nan	0.1265	nan	0.15	nan	13.87	nan	nan	nan	5.97	0.017	0.16746	0.000477	0.152	0.0142
11295	Gustaflarsson	nan	None	3.1873	nan	0.1917	nan	0.0242	nan	0.15	nan	12.97	nan	nan	nan	12.82	0.153	0.07796	0.000931	0.091	0.0096
11306	Akesson	nan	None	3.0660	nan	0.1533	nan	0.0816	nan	0.15	nan	13.69	nan	nan	nan	8.71	0.161	0.11474	0.002120	0.093	0.0161
11404	Wittig	nan	None	3.1606	nan	0.1232	nan	0.0317	nan	0.15	nan	13.67	nan	nan	nan	9.78	0.140	0.10227	0.001464	0.073	0.0126
11408	Zahradnik	24	Themis	3.1742	nan	0.1576	nan	0.0311	nan	0.15	nan	13.23	nan	nan	nan	10.71	0.191	0.09335	0.001665	0.097	0.0244
11479	1986EP5	24	Themis	3.1740	nan	0.1734	nan	0.0358	nan	0.15	nan	12.71	nan	nan	nan	16.90	0.075	0.05916	0.000262	0.038	0.0055
11502	1989WU2	24	Themis	3.0980	nan	0.1589	nan	0.0316	nan	0.15	nan	13.23	nan	nan	nan	12.10	0.312	0.08265	0.002134	0.070	0.0153
11541	1992SY14	nan	None	2.2739	nan	0.1130	nan	0.1465	nan	0.15	nan	14.40	nan	nan	nan	nan	nan	nan	nan	nan	nan
11609	1995XT	24	Themis	3.0851	nan	0.1370	nan	0.0203	nan	0.15	nan	13.12	nan	nan	nan	12.11	0.310	0.08229	0.002195	0.091	0.0147
11615	Naoya	nan	None	3.1908	nan	0.1473	nan	0.0342	nan	0.15	nan	13.18	nan	nan	nan	12.59	0.400	0.07946	0.002526	0.070	0.0125
11652	Johnbrownlee	24	Themis	3.1021	nan	0.1543	nan	0.0299	nan	0.15	nan	12.73	nan	nan	nan	14.98	0.163	0.06676	0.000726	0.078	0.0142
11731	1998KF47	nan	None	3.1972	nan	0.1892	nan	0.0260	nan	0.15	nan	12.86	nan	nan	nan	14.72	0.090	0.06793	0.000413	0.071	0.0041
11738	1998RK72	24	Themis	3.1895	nan	0.1500	nan	0.0189	nan	0.15	nan	12.61	nan	nan	nan	18.22	1.257	0.05466	0.003770	0.050	0.0122
11783	1971UN1	24	Themis	3.1698	nan	0.1750	nan	0.0307	nan	0.15	nan	13.54	nan	nan	nan	9.76	0.064	0.10245	0.000671	0.114	0.0181
11831	1984SF3	nan	None	2.6468	nan	0.1435	nan	0.0482	nan	0.15	nan	13.78	nan	nan	nan	10.70	0.054	0.09341	0.000469	0.051	0.0070
11845	1987RZ	24	Themis	3.2241	nan	0.1566	nan	0.0180	nan	0.15	nan	13.28	nan	nan	nan	10.05	0.128	0.09953	0.001267	0.073	0.0078
11853	Runge	nan	None	2.3265	nan	0.1073	nan	0.0750	nan	0.15	nan	14.39	nan	nan	nan	nan	nan	nan	nan	nan	nan
11860	Uedasatoshi	24	Themis	3.1515	nan	0.1423	nan	0.0220	nan	0.15	nan	13.23	nan	nan	nan	11.93	0.059	0.08382	0.000414	0.061	0.0100
11894	1991GW	nan	None	2.3572	nan	0.2264	nan	0.1241	nan	0.15	nan	14.31	nan	nan	nan	7.20	0.157	0.13761	0.002991	0.087	0.0108
11946	Bayle	24	Themis	3.1454	nan	0.1673	nan	0.0205	nan	0.15	nan	13.18	nan	nan	nan	14.20	0.218	0.07040	0.001083	0.055	0.0034
11990	1995WM6	2782	Leonidas	2.6761	nan	0.1952	nan	0.0676	nan	0.15	nan	13.79	nan	nan	nan	10.33	0.036	0.09679	0.000337	0.064	0.0029
12035	Ruggieri	nan	None	2.4322	nan	0.1121	nan	0.0343	nan	0.15	nan	14.97	nan	nan	nan	5.74	0.089	0.17409	0.002687	0.065	0.0084
12039	1997CB22	nan	None	2.7873	nan	0.1002	nan	0.1259	nan	0.15	nan	12.78	nan	nan	nan	15.42	0.275	0.06456	0.001153	0.062	0.0085
12046	1997FQ4	10	Hygiea	3.1470	nan	0.1301	nan	0.0874	nan	0.15	nan	12.67	nan	nan	nan	13.81	0.251	0.07239	0.001315	0.101	0.0111
12098	1998HV122	nan	None	3.1140	nan	0.1691	nan	0.1646	nan	0.15	nan	12.97	nan	nan	nan	15.72	0.257	0.06339	0.001035	0.050	0.0036
12115	Robertgrimm	nan	None	3.2248	nan	0.1244	nan	0.3024	nan	0.15	nan	12.16	nan	nan	nan	20.28	0.150	0.04928	0.000365	0.074	0.0116
12135	Terlingen	nan	None	3.1495	nan	0.1205	nan	0.2353	nan	0.15	nan	13.06	nan	nan	nan	13.47	0.208	0.07400	0.001144	0.068	0.0120
12139	Tomcowling	nan	None	2.3195	nan	0.1579	nan	0.0627	nan	0.15	nan	14.74	nan	nan	nan	7.10	0.677	0.12793	0.012202	0.039	0.0085
12222	Perotto	nan	None	2.6186	nan	0.2044	nan	0.2028	nan	0.15	nan	13.75	nan	nan	nan	9.19	1.543	0.10791	0.018105	0.051	0.0218
12273	1990TS4	nan	None	2.6355	nan	0.0492	nan	0.1577	nan	0.15	nan	13.45	nan	nan	nan	11.29	0.025	0.08857	0.000196	0.084	0.0080
12342	Kudohmichiko	nan	None	2.3625	nan	0.1705	nan	0.0558	nan	0.15	nan	14.63	nan	nan	nan	6.97	0.489	0.14219	0.009983	0.043	0.0103
12359	Cajigal	24	Themis	3.2080	nan	0.1247	nan	0.0228	nan	0.15	nan	12.98	nan	nan	nan	13.04	0.196	0.07666	0.001153	0.093	0.0200
12429	1995WH7	44	Nysa	2.4133	nan	0.1447	nan	0.0473	nan	0.15	nan	14.34	nan	nan	nan	8.71	0.361	0.11264	0.004656	0.053	0.0087
12542	Laver	10	Hygiea	3.1818	nan	0.1151	nan	0.0822	nan	0.15	nan	13.82	nan	nan	nan	nan	nan	nan	nan	nan	nan
12552	1998QQ45	nan	None	3.1165	nan	0.1216	nan	0.2476	nan	0.15	nan	12.50	nan	nan	nan	16.40	1.014	0.06029	0.003729	0.069	0.0156
12554	1998QA47	10	Hygiea	3.1576	nan	0.1367	nan	0.0917	nan	0.15	nan	12.85	nan	nan	nan	12.71	1.750	0.07868	0.010833	0.100	0.0310
12560	1998RC58	24	Themis	3.1487	nan	0.1417	nan	0.0200	nan	0.15	nan	13.14	nan	nan	nan	16.16	3.150	0.06188	0.012062	0.043	0.0190
12561	Howard	24	Themis	3.1065	nan	0.1693	nan	0.0174	nan	0.15	nan	12.85	nan	nan	nan	13.80	4.750	0.07246	0.024942	0.045	0.0360
12567	Herreweghe	24	Themis	3.1955	nan	0.1359	nan	0.0300	nan	0.15	nan	13.07	nan	nan	nan	13.29	1.114	0.07519	0.006300	0.063	0.0250
12632	Mignonette	44	Nysa	2.4241	nan	0.1470	nan	0.0462	nan	0.15	nan	14.87	nan	nan	nan	6.05	0.130	0.16524	0.003560	0.076	0.0116
12637	Gustavleonhardt	nan	None	2.6261	nan	0.1711	nan	0.0262	nan	0.15	nan	14.49	nan	nan	nan	7.18	0.179	0.13830	0.003442	0.067	0.0097
12684	1984DQ	2262	Mitidika	2.5509	nan	0.2513	nan	0.2151	nan	0.15	nan	13.91	nan	nan	nan	9.33	0.099	0.10718	0.001135	0.069	0.0137
12722	Petrarca	nan	None	2.3097	nan	0.1686	nan	0.0632	nan	0.15	nan	14.84	nan	nan	nan	4.52	0.746	0.21961	0.036292	0.095	0.0384
12758	Kabudari	24	Themis	3.1368	nan	0.1504	nan	0.0202	nan	0.15	nan	14.02	nan	nan	nan	8.67	1.935	0.11443	0.025520	0.057	0.0274
12867	Joeloic	8	Flora	2.3195	nan	0.1664	nan	0.1102	nan	0.15	nan	13.79	nan	nan	nan	nan	nan	nan	nan	nan	nan
12884	1998QL34	24	Themis	3.1906	nan	0.1343	nan	0.0234	nan	0.15	nan	13.07	nan	nan	nan	12.69	0.131	0.07881	0.000816	0.086	0.0062
12898	Mignard	nan	None	3.1870	nan	0.1271	nan	0.1000	nan	0.15	nan	13.27	nan	nan	nan	9.55	1.120	0.10471	0.012280	0.111	0.0380
12912	Streator	24	Themis	3.1744	nan	0.1407	nan	0.0270	nan	0.15	nan	13.32	nan	nan	nan	nan	nan	nan	nan	nan	nan
