number	name	parent	parent_name	a_p	a_p_err	e_p	e_p_err	sin_i_p	sin_i_p_err	g	g_err	h	h_err	mass	mass_err	diameter	diameter_err	inverse_diameter	inverse_diameter_err	albedo	albedo_err
42092	2001AU20	nan	None	2.3267	nan	0.0977	nan	0.1429	nan	0.15	nan	15.32	nan	nan	nan	2.45	0.376	0.35610	0.055007	0.215	0.0598
42186	2001CH32	nan	None	3.1742	nan	0.1179	nan	0.1889	nan	0.15	nan	13.41	nan	nan	nan	nan	nan	nan	nan	nan	nan
42229	2001DC99	702	Alauda	3.2169	nan	0.0480	nan	0.3717	nan	0.15	nan	13.06	nan	nan	nan	nan	nan	nan	nan	nan	nan
42240	2001FX34	10	Hygiea	3.1304	nan	0.1222	nan	0.0889	nan	0.15	nan	14.01	nan	nan	nan	9.04	0.190	0.11056	0.002322	0.050	0.0088
42304	2001VZ34	702	Alauda	3.1909	nan	0.0988	nan	0.3777	nan	0.15	nan	13.95	nan	nan	nan	7.62	0.191	0.13053	0.003274	0.067	0.0096
42783	1998VV53	702	Alauda	3.1919	nan	0.0610	nan	0.3765	nan	0.15	nan	12.60	nan	nan	nan	nan	nan	nan	nan	nan	nan
42845	1999RV16	44	Nysa	2.4047	nan	0.1519	nan	0.0454	nan	0.15	nan	15.37	nan	nan	nan	4.83	0.118	0.20580	0.005025	0.065	0.0124
42848	1999RT43	24	Themis	3.0991	nan	0.1552	nan	0.0294	nan	0.15	nan	14.48	nan	nan	nan	nan	nan	nan	nan	nan	nan
42933	1999TR19	nan	None	2.6723	nan	0.1422	nan	0.4449	nan	0.15	nan	14.35	nan	nan	nan	6.56	0.189	0.15129	0.004354	0.077	0.0193
43179	1999XL204	375	Ursula	3.1428	nan	0.0646	nan	0.2763	nan	0.15	nan	13.42	nan	nan	nan	11.69	0.066	0.08557	0.000483	0.074	0.0099
43202	2000AQ70	702	Alauda	3.1618	nan	0.1370	nan	0.3850	nan	0.15	nan	12.48	nan	nan	nan	14.34	0.982	0.06929	0.004744	0.098	0.0286
43225	2000AW165	nan	None	3.1387	nan	0.2224	nan	0.2321	nan	0.15	nan	14.20	nan	nan	nan	8.41	0.380	0.11891	0.005373	0.069	0.0190
43342	2000RO67	702	Alauda	3.1226	nan	0.0593	nan	0.3687	nan	0.15	nan	12.79	nan	nan	nan	12.19	0.305	0.08205	0.002054	0.130	0.0297
43354	2000SZ278	702	Alauda	3.1528	nan	0.0546	nan	0.3716	nan	0.15	nan	12.35	nan	nan	nan	16.64	0.359	0.05816	0.001249	0.102	0.0094
43725	1978RK9	nan	None	2.2696	nan	0.1956	nan	0.0841	nan	0.15	nan	14.63	nan	nan	nan	6.16	0.459	0.15174	0.011201	0.060	0.0216
43756	1984CE	nan	None	2.5658	nan	0.2097	nan	0.2205	nan	0.15	nan	14.24	nan	nan	nan	7.97	0.231	0.10845	0.003150	0.037	0.0054
43823	1992SV24	nan	None	2.7517	nan	0.2290	nan	0.1357	nan	0.15	nan	14.28	nan	nan	nan	6.96	0.065	0.14369	0.001339	0.090	0.0081
43857	1993VP2	nan	None	2.7797	nan	0.1564	nan	0.4011	nan	0.15	nan	13.18	nan	nan	nan	13.31	0.230	0.07493	0.001294	0.044	0.0051
44333	1998RB63	145	Adeona	2.6801	nan	0.1594	nan	0.1979	nan	0.15	nan	15.10	nan	nan	nan	6.26	0.282	0.15931	0.007177	0.053	0.0033
44473	Randytatum	702	Alauda	3.1328	nan	0.0926	nan	0.3730	nan	0.15	nan	13.73	nan	nan	nan	12.23	0.088	0.08173	0.000588	0.046	0.0027
44505	1998XT38	nan	None	2.6596	nan	0.2227	nan	0.2216	nan	0.15	nan	14.17	nan	nan	nan	7.49	0.375	0.13029	0.006505	0.082	0.0090
44641	1999RZ111	nan	None	1.9279	nan	0.0237	nan	0.3843	nan	0.15	nan	15.78	nan	nan	nan	1.32	0.430	0.75873	0.247536	0.703	0.3184
44751	1999TS97	nan	None	2.4030	nan	0.1474	nan	0.0617	nan	0.15	nan	15.01	nan	nan	nan	6.24	0.141	0.16024	0.003635	0.058	0.0075
44905	1999VS22	8	Flora	2.2737	nan	0.1450	nan	0.1056	nan	0.15	nan	14.98	nan	nan	nan	3.98	1.170	0.25126	0.073862	0.115	0.0820
45056	1999XR27	nan	None	2.2714	nan	0.1757	nan	0.0829	nan	0.15	nan	15.73	nan	nan	nan	3.26	0.659	0.29985	0.060553	0.082	0.0326
45197	1999XY167	nan	None	2.6759	nan	0.1444	nan	0.0958	nan	0.15	nan	14.37	nan	nan	nan	6.57	0.128	0.15200	0.002959	0.079	0.0092
45232	1999XZ215	145	Adeona	2.6523	nan	0.1713	nan	0.2023	nan	0.15	nan	14.38	nan	nan	nan	7.83	0.100	0.12665	0.001611	0.051	0.0065
45352	2000AC97	145	Adeona	2.6537	nan	0.1650	nan	0.1996	nan	0.15	nan	13.51	nan	nan	nan	11.89	0.145	0.08396	0.001021	0.061	0.0050
45465	2000AN200	2262	Mitidika	2.5698	nan	0.2267	nan	0.2184	nan	0.15	nan	14.02	nan	nan	nan	8.44	0.229	0.11833	0.003216	0.074	0.0102
45481	2000AK233	nan	None	2.6663	nan	0.1346	nan	0.1885	nan	0.15	nan	13.50	nan	nan	nan	12.97	0.198	0.07416	0.001134	0.053	0.0024
45541	2000CW35	nan	None	2.6365	nan	0.2506	nan	0.1908	nan	0.15	nan	14.38	nan	nan	nan	7.95	0.105	0.12541	0.001660	0.044	0.0030
45563	2000CS56	nan	None	3.1955	nan	0.1101	nan	0.0264	nan	0.15	nan	13.83	nan	nan	nan	7.86	0.266	0.12724	0.004307	0.104	0.0146
45574	2000CE73	nan	None	2.6942	nan	0.2261	nan	0.2059	nan	0.15	nan	14.20	nan	nan	nan	8.71	0.156	0.11318	0.002022	0.059	0.0089
45583	2000CK87	668	Dora	2.7796	nan	0.1936	nan	0.1361	nan	0.15	nan	13.54	nan	nan	nan	12.44	0.133	0.08027	0.000856	0.061	0.0037
45745	2000HU84	2262	Mitidika	2.5738	nan	0.2433	nan	0.2119	nan	0.15	nan	13.85	nan	nan	nan	9.45	0.264	0.10276	0.002873	0.056	0.0100
45882	2000WX61	163	Erigone	2.3779	nan	0.2115	nan	0.0930	nan	0.15	nan	15.20	nan	nan	nan	4.81	0.172	0.20366	0.007271	0.049	0.0108
45932	2000YT121	15	Eunomia	2.6785	nan	0.1432	nan	0.2273	nan	0.15	nan	13.69	nan	nan	nan	10.47	0.035	0.09555	0.000319	0.063	0.0096
46037	2001DF33	2	Pallas	2.7599	nan	0.2684	nan	0.5389	nan	0.15	nan	14.00	nan	nan	nan	6.75	0.132	0.14584	0.002907	0.138	0.0154
46316	2001QH31	nan	None	2.4361	nan	0.1965	nan	0.0841	nan	0.15	nan	15.52	nan	nan	nan	nan	nan	nan	nan	nan	nan
46423	2002JR34	nan	None	2.1921	nan	0.1440	nan	0.0283	nan	0.15	nan	16.00	nan	nan	nan	3.74	0.770	0.26738	0.055049	0.055	0.0250
46525	1980UG1	nan	None	2.6800	nan	0.2362	nan	0.2400	nan	0.15	nan	14.35	nan	nan	nan	6.87	0.069	0.14269	0.001425	0.071	0.0060
46528	1981EB8	nan	None	2.4617	nan	0.1608	nan	0.1452	nan	0.15	nan	15.11	nan	nan	nan	2.91	0.572	0.34376	0.067594	0.275	0.1506
46547	1989GE3	nan	None	3.0679	nan	0.1986	nan	0.0762	nan	0.15	nan	14.27	nan	nan	nan	9.22	0.030	0.10847	0.000353	0.058	0.0023
46635	1994WK2	410	Chloris	2.7337	nan	0.2577	nan	0.1507	nan	0.15	nan	13.64	nan	nan	nan	7.89	0.174	0.12663	0.002790	0.146	0.0117
46818	1998MZ24	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	14.22	nan	nan	nan	nan	nan	nan	nan	nan	nan
47040	1998WB3	24	Themis	3.2244	nan	0.1594	nan	0.0273	nan	0.15	nan	13.46	nan	nan	nan	9.85	0.098	0.10157	0.001011	0.092	0.0142
47046	1998WM9	nan	None	2.5519	nan	0.1507	nan	0.1418	nan	0.15	nan	14.59	nan	nan	nan	6.68	0.125	0.14923	0.002782	0.078	0.0154
47077	Yuji	nan	None	3.1786	nan	0.0638	nan	0.0803	nan	0.15	nan	13.41	nan	nan	nan	12.56	0.152	0.07964	0.000964	0.054	0.0067
47435	1999XK176	nan	None	2.6884	nan	0.2796	nan	0.2658	nan	0.15	nan	14.03	nan	nan	nan	9.59	0.186	0.10422	0.002015	0.055	0.0085
47799	2000ES49	15	Eunomia	2.6461	nan	0.1615	nan	0.2234	nan	0.15	nan	14.29	nan	nan	nan	nan	nan	nan	nan	nan	nan
48065	2001EK17	nan	None	3.0640	nan	0.2067	nan	0.3916	nan	0.15	nan	14.34	nan	nan	nan	8.02	0.383	0.12431	0.005933	0.063	0.0112
48516	1993FL25	778	Theobalda	3.1790	nan	0.2458	nan	0.2520	nan	0.15	nan	14.20	nan	nan	nan	8.99	0.090	0.11074	0.001109	0.063	0.0095
48525	1993GB	nan	None	2.4401	nan	0.2376	nan	0.1611	nan	0.15	nan	13.90	nan	nan	nan	nan	nan	nan	nan	nan	nan
48627	1995QX14	8	Flora	2.2249	nan	0.1555	nan	0.0910	nan	0.15	nan	15.69	nan	nan	nan	4.49	0.103	0.22077	0.005050	0.042	0.0045
48759	1997GB36	nan	None	2.2516	nan	0.2079	nan	0.1144	nan	0.15	nan	15.31	nan	nan	nan	3.22	0.031	0.31057	0.002986	0.156	0.0163
48823	1997WN36	702	Alauda	3.1434	nan	0.0399	nan	0.3810	nan	0.15	nan	13.17	nan	nan	nan	13.39	0.196	0.07470	0.001094	0.075	0.0319
48833	1997YA5	nan	None	2.7600	nan	0.1826	nan	0.2935	nan	0.15	nan	13.35	nan	nan	nan	12.36	0.056	0.08089	0.000370	0.064	0.0077
48932	1998QB	4	Vesta	2.3372	nan	0.1014	nan	0.1140	nan	0.15	nan	14.53	nan	nan	nan	nan	nan	nan	nan	nan	nan
48983	1998QM46	nan	None	2.3938	nan	0.1573	nan	0.0753	nan	0.15	nan	15.09	nan	nan	nan	nan	nan	nan	nan	nan	nan
49100	1998RT74	44	Nysa	2.4279	nan	0.1463	nan	0.0442	nan	0.15	nan	15.02	nan	nan	nan	7.59	0.353	0.12921	0.005999	0.040	0.0110
49368	1998WN19	nan	None	2.5704	nan	0.2366	nan	0.2286	nan	0.15	nan	14.12	nan	nan	nan	8.38	0.068	0.11928	0.000966	0.049	0.0066
49387	1998XH16	nan	None	2.6529	nan	0.2779	nan	0.2000	nan	0.15	nan	14.73	nan	nan	nan	5.71	0.895	0.17295	0.027090	0.062	0.0220
49468	1999AE24	2262	Mitidika	2.6500	nan	0.2613	nan	0.2171	nan	0.15	nan	14.44	nan	nan	nan	7.93	0.069	0.12597	0.001090	0.070	0.0072
49540	1999CU63	nan	None	3.1134	nan	0.1254	nan	0.2398	nan	0.15	nan	13.58	nan	nan	nan	11.22	0.109	0.08915	0.000866	0.081	0.0222
49599	1999FM18	nan	None	3.1682	nan	0.1885	nan	0.0932	nan	0.15	nan	13.95	nan	nan	nan	11.43	2.778	0.08686	0.021111	0.019	0.0092
49613	1999FS32	24	Themis	3.2144	nan	0.1629	nan	0.0229	nan	0.15	nan	13.91	nan	nan	nan	8.84	0.088	0.11313	0.001126	0.057	0.0121
49662	1999KC3	375	Ursula	3.2274	nan	0.0821	nan	0.2767	nan	0.15	nan	12.81	nan	nan	nan	14.30	0.140	0.06993	0.000685	0.086	0.0138
49855	1999XV98	nan	None	2.3462	nan	0.2310	nan	0.0490	nan	0.15	nan	15.15	nan	nan	nan	nan	nan	nan	nan	nan	nan
50334	2000CC58	145	Adeona	2.6659	nan	0.1607	nan	0.1967	nan	0.15	nan	13.70	nan	nan	nan	10.67	0.163	0.09369	0.001431	0.059	0.0041
50353	2000CW70	nan	None	2.4355	nan	0.2011	nan	0.0957	nan	0.15	nan	14.66	nan	nan	nan	4.03	1.060	0.24814	0.065267	0.130	0.0900
50686	2000EZ113	nan	None	2.4440	nan	0.0942	nan	0.0418	nan	0.15	nan	14.40	nan	nan	nan	8.48	0.084	0.11785	0.001164	0.050	0.0061
51258	2000JU59	nan	None	2.5349	nan	0.2317	nan	0.2187	nan	0.15	nan	13.82	nan	nan	nan	9.85	0.048	0.10133	0.000489	0.054	0.0063
51327	2000LA19	nan	None	3.1644	nan	0.1271	nan	0.2995	nan	0.15	nan	12.52	nan	nan	nan	20.79	0.159	0.04808	0.000367	0.054	0.0090
51440	2001FW24	nan	None	2.2344	nan	0.2194	nan	0.1222	nan	0.15	nan	15.40	nan	nan	nan	2.53	0.372	0.37881	0.055550	0.172	0.0637
51718	2001KL34	nan	None	2.5526	nan	0.2262	nan	0.1434	nan	0.15	nan	14.83	nan	nan	nan	4.78	0.068	0.20921	0.002976	0.093	0.0074
51751	2001KQ66	nan	None	3.1980	nan	0.1615	nan	0.3103	nan	0.15	nan	13.57	nan	nan	nan	11.05	0.255	0.09045	0.002083	0.048	0.0033
51792	2001MD25	nan	None	2.5747	nan	0.2960	nan	0.2195	nan	0.15	nan	15.14	nan	nan	nan	5.86	0.257	0.16953	0.007430	0.055	0.0062
51818	2001OM15	2262	Mitidika	2.5920	nan	0.2369	nan	0.2192	nan	0.15	nan	14.70	nan	nan	nan	6.08	0.328	0.16435	0.008855	0.072	0.0109
51852	2001OB95	702	Alauda	3.1825	nan	0.0866	nan	0.3847	nan	0.15	nan	12.39	nan	nan	nan	19.33	0.395	0.05174	0.001058	0.098	0.0044
51890	2001QH18	702	Alauda	3.1305	nan	0.1003	nan	0.3691	nan	0.15	nan	13.47	nan	nan	nan	12.37	0.215	0.08082	0.001404	0.060	0.0065
51913	2001QV69	nan	None	3.1522	nan	0.1443	nan	0.1057	nan	0.15	nan	14.00	nan	nan	nan	8.41	0.174	0.11886	0.002458	0.075	0.0043
51953	2001QK239	10	Hygiea	3.1685	nan	0.1450	nan	0.0909	nan	0.15	nan	14.01	nan	nan	nan	8.48	0.268	0.11794	0.003728	0.068	0.0054
51965	2001QO281	31	Euphrosyne	3.1692	nan	0.2056	nan	0.4479	nan	0.15	nan	13.00	nan	nan	nan	15.12	0.106	0.06614	0.000464	0.056	0.0078
52265	1985RM3	nan	None	2.2145	nan	0.1547	nan	0.0685	nan	0.15	nan	15.50	nan	nan	nan	4.02	0.092	0.24771	0.005642	0.083	0.0089
52309	Philnicolai	nan	None	2.7872	nan	0.0610	nan	0.3154	nan	0.15	nan	13.46	nan	nan	nan	13.36	0.160	0.07485	0.000896	0.055	0.0100
52751	1998KR37	702	Alauda	3.1416	nan	0.0671	nan	0.3708	nan	0.15	nan	13.10	nan	nan	nan	12.43	0.114	0.08048	0.000738	0.087	0.0112
52755	1998MU	nan	None	3.1040	nan	0.3351	nan	0.3041	nan	0.15	nan	13.89	nan	nan	nan	8.86	1.399	0.11043	0.017441	0.054	0.0277
52977	1998UE4	84	Klio	2.3406	nan	0.1870	nan	0.1606	nan	0.15	nan	14.87	nan	nan	nan	6.56	0.074	0.15237	0.001713	0.057	0.0102
53014	1998VZ14	44	Nysa	2.3904	nan	0.1513	nan	0.0551	nan	0.15	nan	15.56	nan	nan	nan	4.75	0.134	0.21038	0.005933	0.042	0.0038
53147	1999BB14	nan	None	2.6579	nan	0.2727	nan	0.2733	nan	0.15	nan	13.97	nan	nan	nan	nan	nan	nan	nan	nan	nan
53168	1999CV10	2	Pallas	2.7412	nan	0.2313	nan	0.5351	nan	0.15	nan	12.86	nan	nan	nan	10.39	0.138	0.09425	0.001252	0.127	0.0141
53179	1999CB36	nan	None	2.4538	nan	0.2074	nan	0.1742	nan	0.15	nan	14.53	nan	nan	nan	7.44	0.096	0.13385	0.001726	0.075	0.0088
53183	1999CZ41	nan	None	2.7893	nan	0.1507	nan	0.2606	nan	0.15	nan	14.63	nan	nan	nan	5.03	0.209	0.19897	0.008274	0.121	0.0307
53184	1999CM43	nan	None	2.6771	nan	0.1721	nan	0.0506	nan	0.15	nan	14.99	nan	nan	nan	6.62	2.270	0.15106	0.051798	0.044	0.0275
53271	1999FJ24	nan	None	2.6801	nan	0.2381	nan	0.2422	nan	0.15	nan	14.54	nan	nan	nan	7.53	1.557	0.13006	0.026907	0.049	0.0325
53317	1999JJ6	nan	None	2.7198	nan	0.1403	nan	0.5440	nan	0.15	nan	13.39	nan	nan	nan	8.96	0.169	0.11144	0.002100	0.127	0.0107
53373	1999JP83	nan	None	2.6771	nan	0.2511	nan	0.2090	nan	0.15	nan	15.09	nan	nan	nan	3.96	1.028	0.25253	0.065555	0.091	0.0433
53391	1999JX100	31	Euphrosyne	3.1566	nan	0.2129	nan	0.4480	nan	0.15	nan	13.65	nan	nan	nan	11.12	0.116	0.08982	0.000934	0.039	0.0024
54094	2000GU183	702	Alauda	3.1287	nan	0.0566	nan	0.3825	nan	0.15	nan	13.12	nan	nan	nan	10.22	0.119	0.09788	0.001140	0.128	0.0263
54123	2000HZ26	nan	None	3.2008	nan	0.1101	nan	0.1786	nan	0.15	nan	13.83	nan	nan	nan	9.20	0.102	0.10866	0.001204	0.083	0.0113
54196	2000HH78	nan	None	2.4483	nan	0.1312	nan	0.1355	nan	0.15	nan	14.82	nan	nan	nan	3.92	0.169	0.25517	0.011004	0.138	0.0281
54355	2000KJ33	8	Flora	2.2759	nan	0.1606	nan	0.1169	nan	0.15	nan	14.53	nan	nan	nan	4.15	0.025	0.23936	0.001432	0.156	0.0059
54617	2000RS98	2262	Mitidika	2.5736	nan	0.2644	nan	0.2220	nan	0.15	nan	14.09	nan	nan	nan	8.73	0.339	0.11427	0.004435	0.067	0.0097
54637	2000SL141	137	Meliboea	3.1377	nan	0.2038	nan	0.2684	nan	0.15	nan	13.46	nan	nan	nan	11.43	0.292	0.08665	0.002211	0.057	0.0038
54760	2001KD60	nan	None	2.6465	nan	0.2316	nan	0.2053	nan	0.15	nan	14.67	nan	nan	nan	5.92	0.041	0.16892	0.001170	0.085	0.0075
54900	2001OL74	18405	1993FY12	2.8418	nan	0.1066	nan	0.1602	nan	0.15	nan	13.86	nan	nan	nan	5.69	0.258	0.17562	0.007958	0.217	0.0494
55455	2001TR131	nan	None	2.6965	nan	0.2380	nan	0.2135	nan	0.15	nan	14.49	nan	nan	nan	7.75	0.199	0.12898	0.003311	0.056	0.0126
55791	1993SA2	nan	None	2.4363	nan	0.1753	nan	0.1663	nan	0.15	nan	14.40	nan	nan	nan	nan	nan	nan	nan	nan	nan
56011	1998UJ16	8	Flora	2.3122	nan	0.1660	nan	0.0929	nan	0.15	nan	14.69	nan	nan	nan	nan	nan	nan	nan	nan	nan
56249	1999JS74	nan	None	2.6363	nan	0.2161	nan	0.1993	nan	0.15	nan	14.07	nan	nan	nan	9.52	0.129	0.10494	0.001426	0.044	0.0083
56326	1999VV203	702	Alauda	3.2391	nan	0.0062	nan	0.3657	nan	0.15	nan	12.29	nan	nan	nan	19.03	0.250	0.05253	0.000691	0.070	0.0097
56490	2000GD133	nan	None	2.4586	nan	0.1858	nan	0.1397	nan	0.15	nan	14.88	nan	nan	nan	5.35	0.175	0.18415	0.006029	0.092	0.0152
56702	2000LQ28	nan	None	3.1397	nan	0.2284	nan	0.2803	nan	0.15	nan	13.52	nan	nan	nan	12.56	0.170	0.07843	0.001065	0.052	0.0022
56768	2000OS27	137	Meliboea	3.1383	nan	0.2056	nan	0.2539	nan	0.15	nan	13.00	nan	nan	nan	16.38	0.265	0.06083	0.000985	0.040	0.0026
56981	2000SQ182	nan	None	3.0965	nan	0.0802	nan	0.2419	nan	0.15	nan	14.00	nan	nan	nan	nan	nan	nan	nan	nan	nan
57124	2001OJ101	24	Themis	3.1775	nan	0.1295	nan	0.0209	nan	0.15	nan	13.46	nan	nan	nan	nan	nan	nan	nan	nan	nan
57642	2001TH196	nan	None	2.6519	nan	0.2262	nan	0.2100	nan	0.15	nan	14.13	nan	nan	nan	8.58	0.482	0.11146	0.006244	0.068	0.0119
57954	2002JA101	nan	None	3.3434	nan	0.2201	nan	0.4654	nan	0.15	nan	12.78	nan	nan	nan	17.61	0.168	0.05678	0.000542	0.046	0.0052
58274	1993TY31	145	Adeona	2.6970	nan	0.1716	nan	0.2027	nan	0.15	nan	14.48	nan	nan	nan	7.52	0.529	0.12897	0.009074	0.031	0.0085
58338	1994WX4	nan	None	2.3861	nan	0.2216	nan	0.1328	nan	0.15	nan	15.12	nan	nan	nan	4.67	0.070	0.21432	0.003215	0.098	0.0176
58603	1997TM25	nan	None	2.2638	nan	0.1917	nan	0.1125	nan	0.15	nan	15.88	nan	nan	nan	3.56	0.166	0.26905	0.012474	0.070	0.0100
58830	1998HE23	nan	None	2.5896	nan	0.3084	nan	0.2123	nan	0.15	nan	15.18	nan	nan	nan	5.16	0.127	0.18787	0.004621	0.062	0.0049
58951	1998QD72	2262	Mitidika	2.6805	nan	0.2317	nan	0.2078	nan	0.15	nan	14.39	nan	nan	nan	7.93	0.146	0.12589	0.002339	0.068	0.0168
59941	1999RX197	490	Veritas	3.1698	nan	0.0626	nan	0.1634	nan	0.15	nan	13.48	nan	nan	nan	10.93	0.158	0.09146	0.001322	0.077	0.0112
60137	1999TC280	24	Themis	3.1944	nan	0.1448	nan	0.0278	nan	0.15	nan	14.04	nan	nan	nan	7.06	0.102	0.14156	0.002044	0.056	0.0049
60359	2000AJ100	nan	None	3.0910	nan	0.1548	nan	0.0964	nan	0.15	nan	13.74	nan	nan	nan	9.62	1.010	0.10395	0.010914	0.076	0.0140
60377	2000AC165	nan	None	3.1603	nan	0.1335	nan	0.2422	nan	0.15	nan	12.76	nan	nan	nan	10.91	2.346	0.09139	0.019646	0.105	0.0605
60953	2000JT62	nan	None	3.1747	nan	0.1406	nan	0.3129	nan	0.15	nan	13.61	nan	nan	nan	10.64	0.249	0.09397	0.002199	0.075	0.0047
61048	2000KV63	nan	None	2.7391	nan	0.1347	nan	0.1489	nan	0.15	nan	14.67	nan	nan	nan	8.34	0.043	0.11985	0.000617	0.032	0.0036
61935	2000RT7	10	Hygiea	3.1984	nan	0.1264	nan	0.0839	nan	0.15	nan	13.57	nan	nan	nan	10.05	0.237	0.09953	0.002348	0.084	0.0122
62037	2000RQ62	nan	None	2.2884	nan	0.2053	nan	0.0803	nan	0.15	nan	14.48	nan	nan	nan	2.37	0.209	0.42283	0.037367	0.660	0.1808
62429	2000SQ187	nan	None	2.5603	nan	0.2303	nan	0.2219	nan	0.15	nan	14.90	nan	nan	nan	5.14	0.324	0.17016	0.010553	0.065	0.0089
62952	2000VV34	2262	Mitidika	2.5695	nan	0.2311	nan	0.2194	nan	0.15	nan	14.83	nan	nan	nan	6.45	0.187	0.15183	0.004395	0.066	0.0080
63442	2001NO6	nan	None	2.5856	nan	0.0698	nan	0.4622	nan	0.15	nan	13.80	nan	nan	nan	10.30	0.233	0.09660	0.002188	0.065	0.0078
63651	2001QS107	nan	None	2.6841	nan	0.1635	nan	0.0739	nan	0.15	nan	14.71	nan	nan	nan	nan	nan	nan	nan	nan	nan
63654	2001QD113	nan	None	3.1228	nan	0.2585	nan	0.3876	nan	0.15	nan	13.51	nan	nan	nan	11.86	0.078	0.08421	0.000554	0.045	0.0043
63842	2001RD77	nan	None	2.3956	nan	0.1873	nan	0.0876	nan	0.15	nan	14.87	nan	nan	nan	nan	nan	nan	nan	nan	nan
63926	2001SQ45	nan	None	2.7376	nan	0.1277	nan	0.1439	nan	0.15	nan	14.69	nan	nan	nan	6.15	0.159	0.16267	0.004201	0.062	0.0052
63991	2001SB108	nan	None	2.5554	nan	0.2393	nan	0.2196	nan	0.15	nan	13.90	nan	nan	nan	10.42	0.050	0.09599	0.000461	0.035	0.0034
64001	2001SU115	nan	None	2.4125	nan	0.0846	nan	0.0939	nan	0.15	nan	15.89	nan	nan	nan	nan	nan	nan	nan	nan	nan
64659	2001XW59	44	Nysa	2.3875	nan	0.1467	nan	0.0467	nan	0.15	nan	15.62	nan	nan	nan	4.66	0.315	0.20058	0.013458	0.042	0.0105
64675	2001XL67	44	Nysa	2.2547	nan	0.1471	nan	0.0562	nan	0.15	nan	15.61	nan	nan	nan	4.73	0.065	0.21112	0.002888	0.053	0.0045
65040	2002AC132	nan	None	2.4049	nan	0.1299	nan	0.1049	nan	0.15	nan	15.16	nan	nan	nan	nan	nan	nan	nan	nan	nan
65492	2104P-L	31	Euphrosyne	3.1227	nan	0.1964	nan	0.4507	nan	0.15	nan	14.20	nan	nan	nan	8.24	0.080	0.12137	0.001177	0.063	0.0124
65887	1998AW6	44	Nysa	2.4265	nan	0.1513	nan	0.0398	nan	0.15	nan	14.78	nan	nan	nan	6.58	0.017	0.15156	0.000383	0.050	0.0059
65965	1998HR7	nan	None	2.7511	nan	0.2548	nan	0.5354	nan	0.15	nan	14.05	nan	nan	nan	6.89	0.259	0.14353	0.005397	0.128	0.0133
66081	1998RY56	nan	None	3.0590	nan	0.2387	nan	0.0543	nan	0.15	nan	14.62	nan	nan	nan	7.07	0.181	0.14121	0.003606	0.029	0.0020
66106	1998SJ26	137	Meliboea	3.1263	nan	0.1897	nan	0.2472	nan	0.15	nan	13.68	nan	nan	nan	10.28	1.790	0.09374	0.016331	0.051	0.0206
66418	1999NN10	2262	Mitidika	2.5752	nan	0.2311	nan	0.2206	nan	0.15	nan	14.71	nan	nan	nan	6.70	0.196	0.14802	0.004339	0.067	0.0075
66803	1999TD273	2	Pallas	2.7747	nan	0.2540	nan	0.5483	nan	0.15	nan	12.98	nan	nan	nan	7.55	0.143	0.13187	0.002468	0.122	0.0283
66846	Franklederer	2	Pallas	2.7569	nan	0.2691	nan	0.5439	nan	0.15	nan	14.06	nan	nan	nan	nan	nan	nan	nan	nan	nan
66853	1999VH12	4652	Iannini	2.6435	nan	0.2688	nan	0.2121	nan	0.15	nan	14.69	nan	nan	nan	nan	nan	nan	nan	nan	nan
66953	1999XM19	145	Adeona	2.6423	nan	0.1647	nan	0.2039	nan	0.15	nan	14.90	nan	nan	nan	5.47	0.764	0.17386	0.024315	0.036	0.0130
67304	2000GZ157	nan	None	3.1361	nan	0.2517	nan	0.0659	nan	0.15	nan	13.61	nan	nan	nan	10.45	0.065	0.09522	0.000594	0.060	0.0074
67459	2000QJ181	nan	None	2.4582	nan	0.1646	nan	0.0776	nan	0.15	nan	15.07	nan	nan	nan	6.25	0.095	0.15931	0.002429	0.056	0.0056
67502	2000RE44	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	15.60	nan	nan	nan	4.03	0.346	0.24722	0.021233	0.063	0.0115
67640	2000SW216	8	Flora	2.2347	nan	0.1580	nan	0.0995	nan	0.15	nan	15.82	nan	nan	nan	4.67	0.025	0.21395	0.001143	0.053	0.0095
67940	2000WT143	163	Erigone	2.3715	nan	0.2065	nan	0.0802	nan	0.15	nan	15.39	nan	nan	nan	5.67	0.216	0.17504	0.006662	0.045	0.0068
67994	2000XX24	145	Adeona	2.6785	nan	0.1611	nan	0.1988	nan	0.15	nan	14.15	nan	nan	nan	8.59	0.091	0.11645	0.001232	0.061	0.0081
68219	2001CJ38	31	Euphrosyne	3.2005	nan	0.2213	nan	0.4578	nan	0.15	nan	13.69	nan	nan	nan	8.92	0.208	0.11216	0.002617	0.106	0.0228
68853	Vaimaca	nan	None	2.6799	nan	0.2667	nan	0.2387	nan	0.15	nan	14.95	nan	nan	nan	5.65	0.105	0.17688	0.003289	0.072	0.0102
69311	Russ	nan	None	nan	nan	nan	nan	nan	nan	0.15	nan	15.39	nan	nan	nan	6.53	0.498	0.14220	0.010798	0.028	0.0050
69371	1994TA1	2	Pallas	2.7383	nan	0.2698	nan	0.5516	nan	0.15	nan	13.72	nan	nan	nan	7.33	0.136	0.13640	0.002517	0.108	0.0204
